Drug A,Drug B,Cell Line Name,Score
Paclitaxel,Sirolimus,NCI-H522,0.6666666666666666
Fulvestrant,Nilotinib,OVCAR-8,-3.555555555555556
Vorinostat,Imatinib mesylate,LOX IMVI,0.1111111111111111
Vinblastine sulfate (hydrate),Everolimus,SK-MEL-5,1.2222222222222223
Quinacrine hydrochloride,Docetaxel,HOP-62,-7.1111111111111125
Fulvestrant,Celecoxib,DU-145,-16.333333333333332
Sorafenib tosylate,Nilotinib,KM12,-8.555555555555555
Everolimus,Celecoxib,IGROV1,-1.6666666666666667
Romidepsin,Imatinib mesylate,T-47D,-15.222222222222221
Dasatinib,Tamoxifen citrate,U251,-12.555555555555555
Sorafenib tosylate,Vorinostat,OVCAR-3,-12.0
Nilotinib,Tamoxifen citrate,NCI-H522,-3.0
Paclitaxel,Nilotinib,T-47D,-21.11111111111111
Tretinoin,Celecoxib,HS 578T,9.333333333333334
Sorafenib tosylate,Romidepsin,NCI-H226,0.7777777777777778
Sorafenib tosylate,Everolimus,HOP-62,-11.111111111111107
Mitotane,Everolimus,OVCAR-8,8.222222222222221
Everolimus,Nilotinib,A498,-2.333333333333333
Mitotane,Sirolimus,HCT-15,-6.1111111111111125
Cladribine,Celecoxib,KM12,-5.666666666666668
Sorafenib tosylate,Celecoxib,SF-295,-1.0
Tamoxifen citrate,Tretinoin,OVCAR-4,-3.0
Vinblastine sulfate (hydrate),Imatinib mesylate,DU-145,-5.0
Vinblastine sulfate (hydrate),Nilotinib,U251,-2.0
Docetaxel,Tretinoin,OVCAR-4,11.444444444444445
Quinacrine hydrochloride,Cladribine,CAKI-1,-6.333333333333332
Nilotinib,Celecoxib,KM12,-5.4444444444444455
Quinacrine hydrochloride,Tretinoin,UO-31,-6.333333333333332
Dasatinib,Romidepsin,KM12,-5.333333333333333
Imatinib mesylate,Tamoxifen citrate,MALME-3M,2.6666666666666665
Fulvestrant,Sirolimus,NCI-H522,-2.4444444444444446
Nilotinib,Celecoxib,LOX IMVI,-1.4444444444444444
Paclitaxel,Sirolimus,SW-620,1.7777777777777777
Dasatinib,Cladribine,NCI-H226,-3.555555555555556
Sorafenib tosylate,Docetaxel,IGROV1,3.0
Tamoxifen citrate,Celecoxib,NCI-H23,-1.2222222222222223
Sorafenib tosylate,Cladribine,BT-549,-4.666666666666667
Quinacrine hydrochloride,Tamoxifen citrate,MCF7,-1.4444444444444444
Fulvestrant,Romidepsin,NCI-H226,-5.111111111111111
Vinblastine sulfate (hydrate),Everolimus,BT-549,-2.888888888888889
Mitotane,Tamoxifen citrate,NCI-H226,-4.4444444444444455
Fulvestrant,Cladribine,BT-549,-3.111111111111111
Romidepsin,Celecoxib,NCI-H460,1.4444444444444444
Paclitaxel,Tamoxifen citrate,NCI-H226,16.88888888888889
Nilotinib,Celecoxib,SF-295,-8.777777777777779
Fulvestrant,Nilotinib,DU-145,-1.1111111111111112
Quinacrine hydrochloride,Paclitaxel,K-562,5.111111111111111
Romidepsin,Vinblastine sulfate (hydrate),OVCAR-3,-1.7777777777777777
Paclitaxel,Nilotinib,DU-145,12.333333333333336
Fulvestrant,Everolimus,IGROV1,31.11111111111111
Sorafenib tosylate,Tretinoin,HOP-62,1.8888888888888888
Sorafenib tosylate,Cladribine,OVCAR-3,-3.4444444444444446
Mitotane,Docetaxel,HOP-92,-10.222222222222221
Romidepsin,Tamoxifen citrate,DU-145,-2.555555555555556
Nilotinib,Celecoxib,UACC-257,-2.0
Quinacrine hydrochloride,Tamoxifen citrate,MALME-3M,-0.6666666666666666
Docetaxel,Nilotinib,IGROV1,2.6666666666666665
Quinacrine hydrochloride,Mitotane,ACHN,0.1111111111111111
Tretinoin,Cladribine,U251,2.888888888888889
Fulvestrant,Cladribine,IGROV1,-1.6666666666666667
Vorinostat,Tamoxifen citrate,KM12,-4.2222222222222205
Everolimus,Docetaxel,NCI-H322M,-1.8888888888888888
Mitotane,Sirolimus,SF-268,-1.1111111111111112
Docetaxel,Fulvestrant,SF-268,-6.1111111111111125
Mitotane,Nilotinib,DU-145,0.2222222222222222
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),CAKI-1,-27.222222222222207
Sirolimus,Mitotane,NCI-H23,3.4444444444444446
Vinblastine sulfate (hydrate),Imatinib mesylate,A549/ATCC,-2.4444444444444446
Everolimus,Dasatinib,MCF7,-5.222222222222221
Paclitaxel,Cladribine,HCT-116,-4.4444444444444455
Sorafenib tosylate,Paclitaxel,NCI-H226,4.888888888888889
Sorafenib tosylate,Docetaxel,HS 578T,27.555555555555557
Sorafenib tosylate,Docetaxel,T-47D,-0.6666666666666666
Docetaxel,Celecoxib,RPMI-8226,16.0
Everolimus,Imatinib mesylate,HT29,-15.444444444444445
Vinblastine sulfate (hydrate),Imatinib mesylate,EKVX,-6.4444444444444455
Thalidomide,Sirolimus,SK-MEL-5,-6.5555555555555545
Paclitaxel,Celecoxib,IGROV1,17.444444444444443
Docetaxel,Tretinoin,BT-549,25.11111111111111
Tamoxifen citrate,Tretinoin,HOP-62,-26.0
Fulvestrant,Everolimus,ACHN,-2.333333333333333
Mitotane,Cladribine,PC-3,-4.2222222222222205
Romidepsin,Tretinoin,SF-268,-0.6666666666666666
Fulvestrant,Celecoxib,SK-MEL-5,-3.888888888888889
Vorinostat,Cladribine,SK-MEL-28,-1.6666666666666667
Dasatinib,Vorinostat,HCT-15,2.0
Dasatinib,Tretinoin,HCT-15,-8.222222222222221
Sorafenib tosylate,Celecoxib,MDA-MB-435,-3.888888888888889
Vorinostat,Cladribine,T-47D,-4.666666666666667
Everolimus,Cladribine,T-47D,-5.0
Sorafenib tosylate,Tretinoin,OVCAR-8,6.1111111111111125
Mitotane,Sirolimus,MDA-MB-231/ATCC,-1.5555555555555556
Vinblastine sulfate (hydrate),Imatinib mesylate,UACC-62,7.1111111111111125
Dasatinib,Celecoxib,HT29,3.6666666666666665
Tretinoin,Cladribine,IGROV1,2.333333333333333
Vinblastine sulfate (hydrate),Paclitaxel,MDA-MB-468,3.4444444444444446
Vorinostat,Docetaxel,HT29,14.0
Docetaxel,Celecoxib,SF-539,22.66666666666667
Thalidomide,Mitotane,KM12,-0.3333333333333333
Mitotane,Cladribine,NCI-H460,-7.333333333333332
Fulvestrant,Sirolimus,HCT-116,-10.555555555555557
Tamoxifen citrate,Celecoxib,NCI-H226,-9.444444444444443
Sorafenib tosylate,Everolimus,NCI-H460,-5.222222222222221
Dasatinib,Paclitaxel,SW-620,-0.1111111111111111
Fulvestrant,Paclitaxel,NCI-H226,0.0
Sirolimus,Cladribine,HCT-116,-4.2222222222222205
Sirolimus,Mitotane,MCF7,-4.5555555555555545
Nilotinib,Cladribine,MDA-MB-231/ATCC,-4.111111111111111
Docetaxel,Celecoxib,NCI-H226,8.555555555555555
Romidepsin,Paclitaxel,A549/ATCC,0.1111111111111111
Fulvestrant,Sirolimus,KM12,-6.0
Nilotinib,Cladribine,MCF7,-0.3333333333333333
Vinblastine sulfate (hydrate),Tamoxifen citrate,HOP-92,11.555555555555555
Everolimus,Vorinostat,SK-MEL-28,-13.333333333333336
Tretinoin,Celecoxib,SW-620,-7.777777777777778
Fulvestrant,Everolimus,DU-145,15.777777777777779
Mitotane,Tamoxifen citrate,LOX IMVI,5.0
Fulvestrant,Sirolimus,UO-31,-0.8888888888888888
Fulvestrant,Celecoxib,HL-60(TB),-14.333333333333336
Sorafenib tosylate,Nilotinib,IGROV1,1.2222222222222223
Docetaxel,Imatinib mesylate,IGROV1,8.333333333333334
Sirolimus,Tamoxifen citrate,MCF7,0.2222222222222222
Fulvestrant,Vorinostat,MDA-MB-231/ATCC,-4.888888888888889
Sirolimus,Nilotinib,MDA-MB-468,1.4444444444444444
Fulvestrant,Cladribine,NCI-H460,0.0
Thalidomide,Mitotane,MDA-MB-231/ATCC,-0.4444444444444444
Fulvestrant,Celecoxib,HCT-116,-9.333333333333334
Fulvestrant,Tretinoin,KM12,-2.333333333333333
Nilotinib,Mitotane,UACC-257,-2.0
Mitotane,Tamoxifen citrate,MALME-3M,-2.2222222222222223
Quinacrine hydrochloride,Docetaxel,BT-549,4.888888888888889
Vorinostat,Tretinoin,HCT-116,-1.3333333333333333
Sirolimus,Vinblastine sulfate (hydrate),MCF7,-2.888888888888889
Dasatinib,Paclitaxel,OVCAR-3,13.666666666666664
Quinacrine hydrochloride,Cladribine,EKVX,-15.0
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),RPMI-8226,-5.0
Vinblastine sulfate (hydrate),Celecoxib,RPMI-8226,-0.5555555555555556
Sirolimus,Vinblastine sulfate (hydrate),T-47D,-6.222222222222222
Sorafenib tosylate,Docetaxel,OVCAR-8,4.0
Sorafenib tosylate,Everolimus,A549/ATCC,-17.777777777777782
Romidepsin,Celecoxib,SF-539,1.4444444444444444
Romidepsin,Docetaxel,A498,1.0
Vinblastine sulfate (hydrate),Paclitaxel,SK-MEL-5,-3.4444444444444446
Thalidomide,Cladribine,KM12,-15.333333333333336
Nilotinib,Cladribine,BT-549,-5.4444444444444455
Docetaxel,Tamoxifen citrate,MDA-MB-231/ATCC,25.33333333333333
Romidepsin,Docetaxel,NCI-H522,-3.333333333333333
Tamoxifen citrate,Cladribine,T-47D,-1.4444444444444444
Everolimus,Tamoxifen citrate,HCT-15,0.0
Paclitaxel,Imatinib mesylate,NCI-H460,14.555555555555555
Paclitaxel,Nilotinib,OVCAR-3,29.66666666666667
Sirolimus,Tretinoin,OVCAR-4,6.4444444444444455
Sorafenib tosylate,Sirolimus,A549/ATCC,7.0
Thalidomide,Mitotane,LOX IMVI,-4.2222222222222205
Thalidomide,Paclitaxel,OVCAR-4,-1.6666666666666667
Imatinib mesylate,Celecoxib,SF-539,-2.333333333333333
Everolimus,Tamoxifen citrate,NCI-H322M,-8.888888888888891
Imatinib mesylate,Tretinoin,UO-31,-2.6666666666666665
Vinblastine sulfate (hydrate),Cladribine,NCI-H226,-11.555555555555555
Nilotinib,Celecoxib,HS 578T,-5.777777777777778
Vorinostat,Vinblastine sulfate (hydrate),A549/ATCC,-1.1111111111111112
Fulvestrant,Celecoxib,KM12,-3.0
Romidepsin,Docetaxel,T-47D,-1.7777777777777777
Nilotinib,Cladribine,RPMI-8226,-0.2222222222222222
Quinacrine hydrochloride,Cladribine,IGROV1,-1.8888888888888888
Nilotinib,Tamoxifen citrate,NCI-H23,-3.7777777777777777
Fulvestrant,Everolimus,HT29,11.666666666666664
Romidepsin,Imatinib mesylate,SK-MEL-28,0.1111111111111111
Vinblastine sulfate (hydrate),Imatinib mesylate,HT29,4.0
Mitotane,Paclitaxel,NCI-H522,-3.333333333333333
Sorafenib tosylate,Cladribine,NCI-H522,-11.444444444444445
Mitotane,Everolimus,DU-145,10.111111111111107
Mitotane,Imatinib mesylate,OVCAR-3,-10.444444444444443
Dasatinib,Vorinostat,HT29,-1.8888888888888888
Vinblastine sulfate (hydrate),Imatinib mesylate,IGROV1,-2.1111111111111107
Everolimus,Cladribine,MDA-MB-468,1.2222222222222223
Dasatinib,Romidepsin,T-47D,2.6666666666666665
Cladribine,Celecoxib,T-47D,-10.444444444444443
Fulvestrant,Nilotinib,MDA-MB-435,-2.7777777777777777
Sorafenib tosylate,Paclitaxel,IGROV1,-1.4444444444444444
Fulvestrant,Imatinib mesylate,UACC-257,-7.888888888888887
Mitotane,Tretinoin,UO-31,2.7777777777777777
Everolimus,Tamoxifen citrate,RPMI-8226,7.4444444444444455
Docetaxel,Imatinib mesylate,HCT-116,17.11111111111111
Imatinib mesylate,Tretinoin,LOX IMVI,-1.4444444444444444
Vinblastine sulfate (hydrate),Romidepsin,SW-620,-1.2222222222222223
Romidepsin,Cladribine,OVCAR-4,-0.8888888888888888
Mitotane,Tretinoin,MALME-3M,-6.333333333333332
Vinblastine sulfate (hydrate),Sirolimus,SW-620,1.1111111111111112
Nilotinib,Celecoxib,NCI-H522,-4.777777777777779
Vorinostat,Sirolimus,SK-MEL-5,-4.333333333333333
Sorafenib tosylate,Everolimus,EKVX,-16.77777777777778
Mitotane,Celecoxib,HCT-15,-3.6666666666666665
Nilotinib,Imatinib mesylate,HL-60(TB),-25.11111111111111
Sirolimus,Nilotinib,KM12,-6.1111111111111125
Vorinostat,Cladribine,UACC-62,-11.111111111111107
Everolimus,Imatinib mesylate,PC-3,-5.333333333333333
Romidepsin,Paclitaxel,IGROV1,-2.555555555555556
Fulvestrant,Nilotinib,NCI-H322M,-5.666666666666668
Everolimus,Dasatinib,SW-620,-1.6666666666666667
Everolimus,Dasatinib,SF-268,-3.7777777777777777
Docetaxel,Nilotinib,LOX IMVI,13.777777777777779
Quinacrine hydrochloride,Cladribine,HOP-62,-11.111111111111107
Vinblastine sulfate (hydrate),Imatinib mesylate,OVCAR-4,-2.2222222222222223
Dasatinib,Tamoxifen citrate,SK-MEL-28,-4.4444444444444455
Vinblastine sulfate (hydrate),Dasatinib,MALME-3M,-3.6666666666666665
Sorafenib tosylate,Nilotinib,K-562,15.888888888888893
Everolimus,Tretinoin,NCI-H322M,-3.2222222222222223
Dasatinib,Cladribine,NCI-H322M,-12.111111111111107
Everolimus,Tretinoin,MALME-3M,4.777777777777779
Vinblastine sulfate (hydrate),Paclitaxel,SK-OV-3,-0.3333333333333333
Sorafenib tosylate,Tamoxifen citrate,LOX IMVI,-3.333333333333333
Sorafenib tosylate,Tamoxifen citrate,MDA-MB-231/ATCC,1.6666666666666667
Mitotane,Imatinib mesylate,HL-60(TB),5.4444444444444455
Sirolimus,Cladribine,PC-3,-2.888888888888889
Paclitaxel,Cladribine,OVCAR-8,-3.111111111111111
Vorinostat,Cladribine,SK-MEL-5,1.5555555555555556
Quinacrine hydrochloride,Sirolimus,T-47D,1.7777777777777777
Nilotinib,Celecoxib,NCI-H23,-9.555555555555557
Quinacrine hydrochloride,Docetaxel,SF-539,9.333333333333334
Sorafenib tosylate,Everolimus,NCI-H322M,-12.666666666666664
Quinacrine hydrochloride,Sirolimus,MDA-MB-468,1.4444444444444444
Mitotane,Paclitaxel,HS 578T,-3.888888888888889
Romidepsin,Vinblastine sulfate (hydrate),NCI-H322M,-16.0
Romidepsin,Imatinib mesylate,SF-268,-9.444444444444443
Romidepsin,Docetaxel,IGROV1,3.4444444444444446
Thalidomide,Sirolimus,DU-145,-5.777777777777778
Fulvestrant,Cladribine,HOP-92,-0.4444444444444444
Thalidomide,Docetaxel,RPMI-8226,-11.666666666666664
Quinacrine hydrochloride,Cladribine,SK-MEL-28,-4.4444444444444455
Tamoxifen citrate,Celecoxib,U251,-2.4444444444444446
Everolimus,Dasatinib,LOX IMVI,-6.0
Paclitaxel,Tretinoin,HS 578T,38.111111111111114
Docetaxel,Sirolimus,MALME-3M,-9.666666666666666
Vorinostat,Imatinib mesylate,UACC-257,-8.333333333333334
Sirolimus,Vinblastine sulfate (hydrate),OVCAR-3,0.4444444444444444
Fulvestrant,Tamoxifen citrate,EKVX,-0.1111111111111111
Vinblastine sulfate (hydrate),Nilotinib,HL-60(TB),9.444444444444443
Docetaxel,Sirolimus,DU-145,3.6666666666666665
Quinacrine hydrochloride,Mitotane,BT-549,3.2222222222222223
Everolimus,Romidepsin,U251,0.6666666666666666
Sirolimus,Nilotinib,NCI-H226,-7.555555555555554
Vorinostat,Romidepsin,NCI-H226,-9.111111111111107
Docetaxel,Paclitaxel,OVCAR-8,-4.666666666666667
Vorinostat,Docetaxel,OVCAR-8,1.3333333333333333
Romidepsin,Cladribine,K-562,-3.4444444444444446
Dasatinib,Vorinostat,SF-268,-0.7777777777777778
Thalidomide,Vinblastine sulfate (hydrate),HCT-15,-6.888888888888888
Vorinostat,Nilotinib,T-47D,-14.444444444444445
Sorafenib tosylate,Romidepsin,HT29,1.0
Docetaxel,Tretinoin,UACC-62,19.22222222222221
Tamoxifen citrate,Celecoxib,UACC-62,-1.7777777777777777
Vinblastine sulfate (hydrate),Celecoxib,MDA-MB-231/ATCC,-5.0
Mitotane,Docetaxel,KM12,-3.888888888888889
Quinacrine hydrochloride,Paclitaxel,HCT-15,-3.111111111111111
Everolimus,Nilotinib,HS 578T,-17.22222222222222
Sirolimus,Tamoxifen citrate,MDA-MB-231/ATCC,-5.0
Paclitaxel,Cladribine,NCI-H522,0.6666666666666666
Fulvestrant,Imatinib mesylate,DU-145,-4.777777777777779
