Drug A,Drug B,Cell Line Name,Score
Sorafenib tosylate,Sirolimus,EKVX,-4.4444444444444455
Paclitaxel,Nilotinib,SW-620,5.222222222222221
Dasatinib,Nilotinib,HL-60(TB),-0.8888888888888888
Sorafenib tosylate,Sirolimus,NCI-H322M,-8.666666666666666
Dasatinib,Imatinib mesylate,PC-3,7.1111111111111125
Dasatinib,Sirolimus,LOX IMVI,-3.111111111111111
Mitotane,Everolimus,RPMI-8226,7.222222222222222
Vorinostat,Sirolimus,UO-31,6.4444444444444455
Vinblastine sulfate (hydrate),Vorinostat,A498,-6.666666666666668
Everolimus,Docetaxel,A498,-2.0
Vinblastine sulfate (hydrate),Cladribine,UACC-257,-4.111111111111111
Sorafenib tosylate,Imatinib mesylate,UO-31,-6.666666666666668
Mitotane,Paclitaxel,OVCAR-3,-6.333333333333332
Imatinib mesylate,Cladribine,SF-268,1.0
Everolimus,Tretinoin,HCT-116,-9.222222222222221
Romidepsin,Sirolimus,SW-620,1.3333333333333333
Fulvestrant,Vorinostat,SF-539,-8.222222222222221
Paclitaxel,Celecoxib,OVCAR-8,20.22222222222221
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),SK-OV-3,-5.111111111111111
Vinblastine sulfate (hydrate),Celecoxib,A549/ATCC,-8.333333333333334
Paclitaxel,Celecoxib,NCI-H522,21.444444444444443
Sorafenib tosylate,Paclitaxel,EKVX,3.111111111111111
Paclitaxel,Tretinoin,HT29,24.88888888888889
Dasatinib,Celecoxib,NCI-H226,2.7777777777777777
Vinblastine sulfate (hydrate),Vorinostat,SF-295,-3.6666666666666665
Romidepsin,Cladribine,KM12,0.5555555555555556
Vorinostat,Nilotinib,MDA-MB-231/ATCC,-19.777777777777786
Quinacrine hydrochloride,Tretinoin,K-562,-11.333333333333336
Mitotane,Tamoxifen citrate,IGROV1,-1.7777777777777777
Mitotane,Dasatinib,SF-268,-6.1111111111111125
Dasatinib,Paclitaxel,NCI-H460,0.3333333333333333
Imatinib mesylate,Cladribine,BT-549,-3.888888888888889
Everolimus,Imatinib mesylate,UACC-62,-8.555555555555555
Everolimus,Tamoxifen citrate,K-562,-13.555555555555555
Fulvestrant,Tretinoin,SW-620,-1.7777777777777777
Sorafenib tosylate,Romidepsin,SK-MEL-5,-4.2222222222222205
Dasatinib,Tretinoin,MDA-MB-231/ATCC,3.888888888888889
Sirolimus,Mitotane,HCT-116,0.8888888888888888
Vorinostat,Vinblastine sulfate (hydrate),MDA-MB-231/ATCC,-5.222222222222221
Tamoxifen citrate,Celecoxib,NCI-H322M,-3.0
Vinblastine sulfate (hydrate),Nilotinib,HOP-62,-6.777777777777778
Vorinostat,Docetaxel,KM12,1.0
Romidepsin,Tamoxifen citrate,HT29,-5.666666666666668
Paclitaxel,Sirolimus,SF-268,-0.6666666666666666
Sorafenib tosylate,Sirolimus,MCF7,0.8888888888888888
Fulvestrant,Cladribine,ACHN,0.3333333333333333
Fulvestrant,Romidepsin,NCI-H322M,2.6666666666666665
Everolimus,Vorinostat,SW-620,0.6666666666666666
Paclitaxel,Imatinib mesylate,LOX IMVI,10.111111111111107
Sorafenib tosylate,Celecoxib,OVCAR-4,-6.0
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),UACC-62,-9.0
Vinblastine sulfate (hydrate),Everolimus,SF-295,-15.222222222222221
Sorafenib tosylate,Cladribine,T-47D,1.8888888888888888
Mitotane,Everolimus,HT29,3.111111111111111
Nilotinib,Tretinoin,HOP-92,0.7777777777777778
Fulvestrant,Tretinoin,HS 578T,10.777777777777779
Cladribine,Celecoxib,SW-620,-0.7777777777777778
Vinblastine sulfate (hydrate),Nilotinib,A549/ATCC,-2.4444444444444446
Everolimus,Vorinostat,OVCAR-3,-15.333333333333336
Docetaxel,Sirolimus,T-47D,11.444444444444445
Docetaxel,Vinblastine sulfate (hydrate),UO-31,-0.4444444444444444
Docetaxel,Celecoxib,T-47D,12.333333333333336
Docetaxel,Cladribine,DU-145,-4.5555555555555545
Fulvestrant,Tamoxifen citrate,PC-3,-1.1111111111111112
Nilotinib,Vinblastine sulfate (hydrate),NCI-H23,-4.777777777777779
Sirolimus,Tretinoin,NCI-H460,0.4444444444444444
Thalidomide,Tretinoin,MCF7,-1.0
Romidepsin,Cladribine,SF-268,-3.111111111111111
Tamoxifen citrate,Cladribine,MCF7,-0.8888888888888888
Sirolimus,Celecoxib,OVCAR-4,3.0
Thalidomide,Mitotane,SK-MEL-5,3.6666666666666665
Dasatinib,Celecoxib,DU-145,-8.222222222222221
Mitotane,Nilotinib,MDA-MB-231/ATCC,-4.333333333333333
Mitotane,Tretinoin,SK-OV-3,3.555555555555556
Quinacrine hydrochloride,Paclitaxel,NCI-H23,-6.4444444444444455
Nilotinib,Celecoxib,ACHN,-1.7777777777777777
Thalidomide,Mitotane,SW-620,-2.2222222222222223
Quinacrine hydrochloride,Tretinoin,HS 578T,-5.0
Thalidomide,Tretinoin,SF-268,-5.0
Nilotinib,Celecoxib,PC-3,-5.0
Mitotane,Celecoxib,A549/ATCC,-3.6666666666666665
Fulvestrant,Tamoxifen citrate,IGROV1,3.333333333333333
Fulvestrant,Paclitaxel,HL-60(TB),0.4444444444444444
Sorafenib tosylate,Tamoxifen citrate,SW-620,-16.555555555555557
Docetaxel,Vinblastine sulfate (hydrate),OVCAR-4,-5.222222222222221
Nilotinib,Imatinib mesylate,A498,-3.2222222222222223
Quinacrine hydrochloride,Mitotane,HT29,-4.0
Nilotinib,Cladribine,DU-145,-7.555555555555554
Everolimus,Dasatinib,MALME-3M,-7.333333333333332
Quinacrine hydrochloride,Sirolimus,RPMI-8226,5.777777777777778
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),IGROV1,-2.4444444444444446
Cladribine,Celecoxib,PC-3,-0.3333333333333333
Sorafenib tosylate,Vorinostat,SF-539,-0.1111111111111111
Vorinostat,Docetaxel,SW-620,-3.111111111111111
Dasatinib,Paclitaxel,SF-539,-1.3333333333333333
Quinacrine hydrochloride,Tamoxifen citrate,NCI-H23,-2.888888888888889
Quinacrine hydrochloride,Vinblastine sulfate (hydrate),SF-295,-0.7777777777777778
Sirolimus,Mitotane,BT-549,0.4444444444444444
Tretinoin,Cladribine,NCI-H226,-10.666666666666666
Mitotane,Everolimus,LOX IMVI,3.6666666666666665
Thalidomide,Vinblastine sulfate (hydrate),A498,-2.333333333333333
Sorafenib tosylate,Cladribine,OVCAR-4,-7.222222222222222
Mitotane,Docetaxel,HL-60(TB),19.555555555555557
Quinacrine hydrochloride,Tretinoin,PC-3,-6.1111111111111125
Sorafenib tosylate,Vorinostat,HOP-62,-5.111111111111111
Vorinostat,Nilotinib,HL-60(TB),-13.333333333333336
Dasatinib,Imatinib mesylate,HCT-15,-11.222222222222221
Tretinoin,Cladribine,MDA-MB-468,-2.888888888888889
Imatinib mesylate,Celecoxib,MDA-MB-435,-4.4444444444444455
Dasatinib,Tretinoin,BT-549,-7.222222222222222
Fulvestrant,Dasatinib,NCI-H322M,8.444444444444445
Imatinib mesylate,Cladribine,IGROV1,-2.7777777777777777
Fulvestrant,Vorinostat,ACHN,-3.555555555555556
Paclitaxel,Tamoxifen citrate,LOX IMVI,14.777777777777779
Vorinostat,Tamoxifen citrate,HCT-116,-6.4444444444444455
Mitotane,Imatinib mesylate,HCT-15,-1.6666666666666667
Mitotane,Docetaxel,OVCAR-8,9.666666666666666
Dasatinib,Cladribine,NCI-H522,-2.2222222222222223
Mitotane,Sirolimus,A549/ATCC,-2.4444444444444446
Quinacrine hydrochloride,Mitotane,HCT-116,2.6666666666666665
Gefitinib,Lenalidomide,LOX IMVI,-6.222222222222222
Mitotane,Imatinib mesylate,HS 578T,-1.0
Everolimus,Dasatinib,MDA-MB-231/ATCC,1.1111111111111112
Romidepsin,Vinblastine sulfate (hydrate),A498,-2.4444444444444446
Paclitaxel,Celecoxib,T-47D,3.2222222222222223
Everolimus,Vorinostat,NCI-H322M,-4.333333333333333
Everolimus,Tretinoin,UO-31,6.1111111111111125
Quinacrine hydrochloride,Docetaxel,SK-OV-3,-7.777777777777778
Sorafenib tosylate,Vorinostat,PC-3,-4.111111111111111
Romidepsin,Tamoxifen citrate,A498,-2.888888888888889
Vinblastine sulfate (hydrate),Dasatinib,PC-3,0.5555555555555556
Tamoxifen citrate,Cladribine,SK-MEL-5,0.7777777777777778
Everolimus,Imatinib mesylate,T-47D,-11.888888888888893
Sirolimus,Vinblastine sulfate (hydrate),UACC-257,-2.6666666666666665
Fulvestrant,Tamoxifen citrate,HOP-62,-11.333333333333336
Sorafenib tosylate,Vorinostat,SF-295,-8.11111111111111
Sirolimus,Celecoxib,OVCAR-3,4.4444444444444455
Sirolimus,Nilotinib,A498,1.2222222222222223
Nilotinib,Tretinoin,NCI-H460,-1.5555555555555556
Sirolimus,Mitotane,NCI-H322M,2.333333333333333
Quinacrine hydrochloride,Sirolimus,OVCAR-8,-1.4444444444444444
Fulvestrant,Nilotinib,SK-MEL-28,0.2222222222222222
Vorinostat,Nilotinib,IGROV1,-5.4444444444444455
Docetaxel,Fulvestrant,A549/ATCC,7.888888888888887
Sorafenib tosylate,Everolimus,BT-549,-6.666666666666668
Vinblastine sulfate (hydrate),Paclitaxel,BT-549,3.7777777777777777
Sorafenib tosylate,Cladribine,HCT-116,-14.888888888888893
Tamoxifen citrate,Tretinoin,SW-620,-2.7777777777777777
Quinacrine hydrochloride,Cladribine,T-47D,-2.6666666666666665
Paclitaxel,Cladribine,IGROV1,1.6666666666666667
Paclitaxel,Imatinib mesylate,HCT-116,1.4444444444444444
Vinblastine sulfate (hydrate),Nilotinib,BT-549,3.0
Sorafenib tosylate,Romidepsin,MDA-MB-231/ATCC,2.555555555555556
Vinblastine sulfate (hydrate),Tamoxifen citrate,SF-268,3.7777777777777777
Paclitaxel,Celecoxib,MALME-3M,1.1111111111111112
Gefitinib,Lenalidomide,UO-31,-8.222222222222221
Dasatinib,Nilotinib,A498,-7.0
Thalidomide,Sirolimus,HS 578T,-2.888888888888889
Docetaxel,Tretinoin,OVCAR-8,17.333333333333332
Romidepsin,Sirolimus,K-562,-3.0
Romidepsin,Nilotinib,HL-60(TB),-3.888888888888889
Sirolimus,Imatinib mesylate,SW-620,-4.2222222222222205
Sorafenib tosylate,Nilotinib,HOP-62,-7.555555555555554
Paclitaxel,Tretinoin,UACC-257,10.111111111111107
Thalidomide,Docetaxel,UACC-257,-11.0
Nilotinib,Celecoxib,IGROV1,-4.2222222222222205
Vinblastine sulfate (hydrate),Imatinib mesylate,OVCAR-8,-0.7777777777777778
Vinblastine sulfate (hydrate),Nilotinib,NCI-H226,-2.1111111111111107
Romidepsin,Cladribine,SK-MEL-28,4.333333333333333
Vinblastine sulfate (hydrate),Cladribine,IGROV1,-3.0
Mitotane,Dasatinib,UACC-62,2.0
Fulvestrant,Cladribine,HCT-15,2.6666666666666665
Vinblastine sulfate (hydrate),Nilotinib,SF-295,-0.6666666666666666
Dasatinib,Romidepsin,OVCAR-3,-5.888888888888888
Dasatinib,Docetaxel,NCI-H322M,-1.8888888888888888
Paclitaxel,Imatinib mesylate,T-47D,0.4444444444444444
Vorinostat,Docetaxel,NCI-H226,-3.111111111111111
Vorinostat,Tretinoin,HL-60(TB),16.0
Vinblastine sulfate (hydrate),Everolimus,NCI-H226,-1.6666666666666667
Mitotane,Paclitaxel,DU-145,-2.888888888888889
Vorinostat,Paclitaxel,OVCAR-8,5.5555555555555545
Quinacrine hydrochloride,Tamoxifen citrate,NCI-H522,-0.1111111111111111
Sirolimus,Tamoxifen citrate,PC-3,8.666666666666666
Thalidomide,Tamoxifen citrate,SF-539,-4.0
Imatinib mesylate,Tamoxifen citrate,SF-268,2.4444444444444446
Romidepsin,Docetaxel,MDA-MB-468,-3.111111111111111
Mitotane,Imatinib mesylate,OVCAR-4,-5.777777777777778
Vorinostat,Cladribine,A498,-2.7777777777777777
Quinacrine hydrochloride,Mitotane,MDA-MB-468,-1.1111111111111112
Thalidomide,Docetaxel,HT29,-1.8888888888888888
Quinacrine hydrochloride,Tretinoin,BT-549,-10.333333333333334
Sorafenib tosylate,Vorinostat,LOX IMVI,-12.777777777777779
Vorinostat,Docetaxel,OVCAR-3,-10.222222222222221
Quinacrine hydrochloride,Tretinoin,DU-145,-5.777777777777778
Romidepsin,Tretinoin,RPMI-8226,-5.4444444444444455
Everolimus,Sirolimus,OVCAR-4,0.1111111111111111
Romidepsin,Celecoxib,A549/ATCC,11.111111111111107
Thalidomide,Paclitaxel,ACHN,2.2222222222222223
Paclitaxel,Sirolimus,KM12,11.888888888888893
Nilotinib,Imatinib mesylate,HOP-92,-8.888888888888891
Romidepsin,Celecoxib,RPMI-8226,1.6666666666666667
Fulvestrant,Tretinoin,HOP-62,-8.777777777777779
Everolimus,Sirolimus,HCT-15,1.8888888888888888
Thalidomide,Vinblastine sulfate (hydrate),SF-539,5.5555555555555545
Dasatinib,Paclitaxel,UACC-62,-3.0
Everolimus,Tretinoin,PC-3,2.4444444444444446
Vinblastine sulfate (hydrate),Imatinib mesylate,PC-3,1.0
Thalidomide,Vinblastine sulfate (hydrate),CAKI-1,-2.2222222222222223
Fulvestrant,Romidepsin,MDA-MB-435,-3.2222222222222223
Vinblastine sulfate (hydrate),Everolimus,NCI-H522,-2.555555555555556
Vorinostat,Tretinoin,BT-549,-5.333333333333333
Thalidomide,Tretinoin,UACC-62,-2.555555555555556
Paclitaxel,Cladribine,DU-145,1.7777777777777777
Nilotinib,Tretinoin,DU-145,-4.333333333333333
Mitotane,Tamoxifen citrate,DU-145,-8.444444444444445
Romidepsin,Sirolimus,MDA-MB-468,0.8888888888888888
Thalidomide,Vinblastine sulfate (hydrate),KM12,-2.2222222222222223
Mitotane,Imatinib mesylate,NCI-H522,-4.0
Sorafenib tosylate,Dasatinib,EKVX,2.555555555555556
Imatinib mesylate,Cladribine,UO-31,-4.111111111111111
Vorinostat,Docetaxel,NCI-H322M,-4.4444444444444455
Sirolimus,Vinblastine sulfate (hydrate),MALME-3M,-6.777777777777778
Vinblastine sulfate (hydrate),Everolimus,T-47D,-6.1111111111111125
Sirolimus,Vinblastine sulfate (hydrate),K-562,-5.666666666666668
Vinblastine sulfate (hydrate),Tamoxifen citrate,MCF7,6.222222222222222
Nilotinib,Vinblastine sulfate (hydrate),SF-268,-4.0
Dasatinib,Vorinostat,NCI-H460,0.8888888888888888
Mitotane,Paclitaxel,MDA-MB-468,-7.666666666666668
Vinblastine sulfate (hydrate),Vorinostat,NCI-H460,0.7777777777777778
Vorinostat,Celecoxib,LOX IMVI,-1.1111111111111112
Vinblastine sulfate (hydrate),Vorinostat,A549/ATCC,-2.2222222222222223
Vorinostat,Sirolimus,A498,-5.777777777777778
Everolimus,Sirolimus,MDA-MB-231/ATCC,1.2222222222222223
Everolimus,Imatinib mesylate,MCF7,-5.777777777777778
Vinblastine sulfate (hydrate),Paclitaxel,MALME-3M,-6.0
Vinblastine sulfate (hydrate),Nilotinib,MCF7,-7.555555555555554
Fulvestrant,Nilotinib,MALME-3M,-0.6666666666666666
Nilotinib,Vinblastine sulfate (hydrate),MDA-MB-231/ATCC,-14.888888888888893
Nilotinib,Tamoxifen citrate,DU-145,-3.7777777777777777
Dasatinib,Docetaxel,MCF7,-3.4444444444444446
Fulvestrant,Cladribine,NCI-H226,-11.888888888888893
Nilotinib,Mitotane,A498,-2.2222222222222223
Mitotane,Cladribine,MDA-MB-231/ATCC,0.3333333333333333
Mitotane,Docetaxel,ACHN,5.5555555555555545
Vorinostat,Tamoxifen citrate,A549/ATCC,-6.0
Romidepsin,Tretinoin,OVCAR-4,-2.888888888888889
Romidepsin,Celecoxib,T-47D,0.1111111111111111
Nilotinib,Tretinoin,T-47D,1.6666666666666667
Vinblastine sulfate (hydrate),Everolimus,UACC-62,1.8888888888888888
Vinblastine sulfate (hydrate),Tamoxifen citrate,HOP-62,-4.666666666666667
Fulvestrant,Vorinostat,IGROV1,0.8888888888888888
Sirolimus,Cladribine,BT-549,1.5555555555555556
Vinblastine sulfate (hydrate),Tretinoin,OVCAR-8,0.0
Cladribine,Celecoxib,HOP-62,4.666666666666667
Sorafenib tosylate,Romidepsin,HS 578T,1.0
Everolimus,Nilotinib,T-47D,-11.222222222222221
Sorafenib tosylate,Paclitaxel,DU-145,20.555555555555557
Sirolimus,Nilotinib,U251,0.2222222222222222
Vorinostat,Paclitaxel,NCI-H460,-12.333333333333336
Quinacrine hydrochloride,Cladribine,PC-3,-3.555555555555556
Dasatinib,Cladribine,OVCAR-3,-6.4444444444444455
Paclitaxel,Celecoxib,LOX IMVI,6.777777777777778
Everolimus,Imatinib mesylate,NCI-H322M,-33.44444444444444
Vorinostat,Sirolimus,UACC-257,-3.4444444444444446
Dasatinib,Paclitaxel,K-562,13.111111111111107
Sorafenib tosylate,Dasatinib,OVCAR-8,0.3333333333333333
Fulvestrant,Everolimus,NCI-H322M,3.2222222222222223
Everolimus,Sirolimus,KM12,-4.5555555555555545
Imatinib mesylate,Tamoxifen citrate,MDA-MB-231/ATCC,3.2222222222222223
Sirolimus,Celecoxib,NCI-H226,-2.333333333333333
Paclitaxel,Celecoxib,SK-MEL-5,27.555555555555557
Sorafenib tosylate,Sirolimus,DU-145,2.888888888888889
Docetaxel,Sirolimus,PC-3,3.111111111111111
Nilotinib,Imatinib mesylate,SF-539,-2.1111111111111107
Mitotane,Docetaxel,SK-OV-3,9.111111111111107
Vorinostat,Tamoxifen citrate,SK-MEL-5,-5.777777777777778
Vinblastine sulfate (hydrate),Sirolimus,HCT-116,-3.111111111111111
Mitotane,Dasatinib,IGROV1,1.2222222222222223
Mitotane,Tretinoin,HOP-62,-11.444444444444445
Nilotinib,Tretinoin,HL-60(TB),0.5555555555555556
Mitotane,Cladribine,NCI-H322M,-8.11111111111111
Paclitaxel,Celecoxib,UO-31,5.0
Fulvestrant,Vorinostat,RPMI-8226,5.4444444444444455
Mitotane,Dasatinib,SW-620,-0.6666666666666666
Dasatinib,Tamoxifen citrate,SF-268,-0.5555555555555556
Sorafenib tosylate,Vorinostat,OVCAR-8,-3.888888888888889
Fulvestrant,Celecoxib,MCF7,5.666666666666668
Sorafenib tosylate,Nilotinib,RPMI-8226,-11.666666666666664
Sorafenib tosylate,Romidepsin,MDA-MB-468,0.4444444444444444
Quinacrine hydrochloride,Tamoxifen citrate,HOP-92,2.6666666666666665
Nilotinib,Cladribine,ACHN,0.5555555555555556
Nilotinib,Mitotane,KM12,-2.555555555555556
Vinblastine sulfate (hydrate),Celecoxib,UO-31,-3.333333333333333
Sorafenib tosylate,Tamoxifen citrate,KM12,-5.111111111111111
Vinblastine sulfate (hydrate),Nilotinib,DU-145,1.0
Tamoxifen citrate,Celecoxib,UO-31,-3.0
Vinblastine sulfate (hydrate),Tretinoin,U251,7.222222222222222
Vinblastine sulfate (hydrate),Imatinib mesylate,MDA-MB-468,0.7777777777777778
Vinblastine sulfate (hydrate),Celecoxib,SK-OV-3,-4.333333333333333
Quinacrine hydrochloride,Paclitaxel,UACC-62,-7.4444444444444455
Mitotane,Imatinib mesylate,PC-3,-5.777777777777778
Thalidomide,Tretinoin,OVCAR-4,-2.0
Mitotane,Sirolimus,SW-620,-1.4444444444444444
Tretinoin,Celecoxib,MDA-MB-468,-4.5555555555555545
Vorinostat,Tamoxifen citrate,BT-549,1.6666666666666667
Vinblastine sulfate (hydrate),Vorinostat,BT-549,0.5555555555555556
Sorafenib tosylate,Tretinoin,UACC-62,7.222222222222222
Vinblastine sulfate (hydrate),Vorinostat,SK-MEL-5,-2.1111111111111107
Sirolimus,Tretinoin,SW-620,1.6666666666666667
Everolimus,Romidepsin,K-562,-6.333333333333332
Mitotane,Dasatinib,NCI-H226,1.0
Nilotinib,Tamoxifen citrate,HS 578T,-7.1111111111111125
Vinblastine sulfate (hydrate),Nilotinib,UACC-257,-4.2222222222222205
Romidepsin,Imatinib mesylate,RPMI-8226,1.7777777777777777
Vorinostat,Docetaxel,T-47D,-12.333333333333336
Nilotinib,Vinblastine sulfate (hydrate),SF-539,-4.2222222222222205
Everolimus,Paclitaxel,NCI-H460,5.333333333333333
Mitotane,Sirolimus,NCI-H522,-1.4444444444444444
Vinblastine sulfate (hydrate),Paclitaxel,SF-268,-3.2222222222222223
Fulvestrant,Vorinostat,U251,-0.6666666666666666
Sorafenib tosylate,Cladribine,ACHN,-5.888888888888888
Quinacrine hydrochloride,Mitotane,SF-539,-1.3333333333333333
Everolimus,Imatinib mesylate,NCI-H226,-10.111111111111107
Sirolimus,Imatinib mesylate,NCI-H322M,-22.66666666666667
Nilotinib,Imatinib mesylate,HS 578T,-11.777777777777779
Sorafenib tosylate,Everolimus,HS 578T,-5.222222222222221
Sorafenib tosylate,Dasatinib,SW-620,-10.444444444444443
Vinblastine sulfate (hydrate),Everolimus,SK-MEL-28,-2.333333333333333
Romidepsin,Imatinib mesylate,OVCAR-4,-2.4444444444444446
Fulvestrant,Imatinib mesylate,PC-3,-2.7777777777777777
Everolimus,Celecoxib,U251,-6.5555555555555545
Dasatinib,Cladribine,U251,-7.0
Tretinoin,Cladribine,HT29,0.2222222222222222
Everolimus,Paclitaxel,SF-539,-1.8888888888888888
Romidepsin,Tamoxifen citrate,MALME-3M,2.7777777777777777
Dasatinib,Celecoxib,NCI-H322M,-2.555555555555556
Vinblastine sulfate (hydrate),Vorinostat,UACC-62,-2.333333333333333
Imatinib mesylate,Tamoxifen citrate,SK-MEL-5,-2.6666666666666665
Romidepsin,Vinblastine sulfate (hydrate),MDA-MB-468,-4.5555555555555545
Sorafenib tosylate,Sirolimus,LOX IMVI,6.1111111111111125
Quinacrine hydrochloride,Cladribine,SK-OV-3,-6.666666666666668
Everolimus,Romidepsin,DU-145,-2.555555555555556
Docetaxel,Cladribine,MDA-MB-231/ATCC,-3.0
Sorafenib tosylate,Sirolimus,HOP-92,-5.888888888888888
Mitotane,Tamoxifen citrate,SK-OV-3,-3.555555555555556
Vinblastine sulfate (hydrate),Nilotinib,KM12,-5.0
Docetaxel,Vinblastine sulfate (hydrate),NCI-H226,-2.0
Sorafenib tosylate,Cladribine,UACC-62,-4.111111111111111
Mitotane,Everolimus,HCT-116,1.2222222222222223
Vinblastine sulfate (hydrate),Sirolimus,LOX IMVI,-1.8888888888888888
Vinblastine sulfate (hydrate),Nilotinib,OVCAR-8,-1.6666666666666667
Imatinib mesylate,Tretinoin,NCI-H226,1.1111111111111112
Sorafenib tosylate,Nilotinib,LOX IMVI,-9.333333333333334
Imatinib mesylate,Cladribine,EKVX,-14.777777777777779
Tretinoin,Cladribine,A549/ATCC,-2.333333333333333
Vinblastine sulfate (hydrate),Dasatinib,UACC-257,-3.6666666666666665
Docetaxel,Tamoxifen citrate,MALME-3M,-0.1111111111111111
Fulvestrant,Tamoxifen citrate,SK-OV-3,-4.2222222222222205
Thalidomide,Mitotane,BT-549,-4.777777777777779
Quinacrine hydrochloride,Mitotane,NCI-H226,-1.4444444444444444
Tamoxifen citrate,Cladribine,OVCAR-3,-1.2222222222222223
Paclitaxel,Sirolimus,UACC-62,-11.0
Vinblastine sulfate (hydrate),Tamoxifen citrate,NCI-H460,9.888888888888893
Thalidomide,Cladribine,CAKI-1,-8.666666666666666
Vorinostat,Nilotinib,NCI-H460,-8.888888888888891
Mitotane,Tretinoin,SW-620,5.333333333333333
Mitotane,Docetaxel,LOX IMVI,19.33333333333333
Sirolimus,Tamoxifen citrate,NCI-H460,2.1111111111111107
Nilotinib,Tretinoin,SW-620,-10.444444444444443
Docetaxel,Imatinib mesylate,A549/ATCC,9.444444444444443
Sirolimus,Nilotinib,T-47D,-22.555555555555557
Vinblastine sulfate (hydrate),Dasatinib,UO-31,-2.1111111111111107
Dasatinib,Celecoxib,SF-539,-1.4444444444444444
Mitotane,Sirolimus,HT29,-10.111111111111107
Mitotane,Tretinoin,HT29,4.888888888888889
Vinblastine sulfate (hydrate),Celecoxib,HOP-62,-2.6666666666666665
Imatinib mesylate,Cladribine,K-562,-7.777777777777778
Everolimus,Tretinoin,MCF7,1.4444444444444444
Everolimus,Vorinostat,SF-539,-4.2222222222222205
Cladribine,Celecoxib,NCI-H460,-10.555555555555557
Dasatinib,Tretinoin,MDA-MB-468,-4.333333333333333
Dasatinib,Cladribine,MDA-MB-231/ATCC,-0.3333333333333333
Sirolimus,Imatinib mesylate,U251,-2.7777777777777777
Mitotane,Sirolimus,UACC-257,-5.5555555555555545
Sirolimus,Vinblastine sulfate (hydrate),SK-OV-3,1.1111111111111112
Vinblastine sulfate (hydrate),Vorinostat,MDA-MB-435,-6.666666666666668
Sorafenib tosylate,Tretinoin,IGROV1,3.555555555555556
Vorinostat,Celecoxib,HCT-116,-2.888888888888889
Romidepsin,Sirolimus,PC-3,-0.2222222222222222
Vorinostat,Nilotinib,SW-620,-7.4444444444444455
Quinacrine hydrochloride,Cladribine,HOP-92,-2.4444444444444446
Dasatinib,Nilotinib,UACC-62,-11.222222222222221
Thalidomide,Tretinoin,RPMI-8226,-20.0
Vinblastine sulfate (hydrate),Tretinoin,UACC-62,6.5555555555555545
Dasatinib,Sirolimus,HT29,2.1111111111111107
Everolimus,Sirolimus,BT-549,1.0
Nilotinib,Celecoxib,HL-60(TB),-38.333333333333336
Mitotane,Tretinoin,NCI-H23,2.0
Mitotane,Dasatinib,HCT-15,-7.222222222222222
Sorafenib tosylate,Nilotinib,SW-620,-12.666666666666664
Mitotane,Celecoxib,K-562,-4.111111111111111
Mitotane,Dasatinib,ACHN,3.4444444444444446
Imatinib mesylate,Tamoxifen citrate,PC-3,-2.4444444444444446
Sirolimus,Tamoxifen citrate,EKVX,1.7777777777777777
Dasatinib,Tamoxifen citrate,MCF7,-2.888888888888889
Dasatinib,Cladribine,SF-539,-8.666666666666666
Tamoxifen citrate,Celecoxib,HCT-116,-17.88888888888889
Mitotane,Sirolimus,ACHN,2.6666666666666665
Quinacrine hydrochloride,Cladribine,NCI-H522,-5.5555555555555545
Sorafenib tosylate,Docetaxel,NCI-H322M,15.777777777777779
Cladribine,Celecoxib,NCI-H522,-3.6666666666666665
Sorafenib tosylate,Vorinostat,NCI-H23,-3.4444444444444446
Paclitaxel,Tretinoin,A498,9.777777777777779
Dasatinib,Cladribine,OVCAR-4,-0.5555555555555556
Vinblastine sulfate (hydrate),Everolimus,HCT-15,-6.333333333333332
Fulvestrant,Everolimus,LOX IMVI,15.888888888888893
Paclitaxel,Celecoxib,DU-145,30.0
Dasatinib,Sirolimus,SF-268,-4.111111111111111
Everolimus,Celecoxib,UO-31,4.5555555555555545
Nilotinib,Tamoxifen citrate,A549/ATCC,-4.5555555555555545
Sirolimus,Celecoxib,SK-OV-3,4.4444444444444455
Paclitaxel,Tretinoin,MALME-3M,19.88888888888889
Imatinib mesylate,Celecoxib,HCT-15,-7.777777777777778
Sirolimus,Celecoxib,SF-268,-0.5555555555555556
Dasatinib,Sirolimus,IGROV1,3.888888888888889
Tamoxifen citrate,Celecoxib,K-562,3.555555555555556
Vinblastine sulfate (hydrate),Celecoxib,HOP-92,-4.4444444444444455
Nilotinib,Tretinoin,MALME-3M,-1.8888888888888888
Everolimus,Tretinoin,A549/ATCC,-1.2222222222222223
Vinblastine sulfate (hydrate),Tretinoin,NCI-H23,2.888888888888889
Everolimus,Vorinostat,HT29,-4.333333333333333
Everolimus,Paclitaxel,UACC-62,3.0
Paclitaxel,Nilotinib,SF-539,22.777777777777786
Tamoxifen citrate,Cladribine,HT29,-4.4444444444444455
Docetaxel,Tretinoin,MALME-3M,15.555555555555555
Vinblastine sulfate (hydrate),Cladribine,MDA-MB-231/ATCC,-5.4444444444444455
Romidepsin,Nilotinib,PC-3,-8.333333333333334
Docetaxel,Tamoxifen citrate,PC-3,14.111111111111107
Thalidomide,Tamoxifen citrate,SF-295,-4.0
