geneID	geneSymbol	A498_KIDNEY	A549_LUNG	ACHN_KIDNEY	BT549_BREAST	CAKI1_KIDNEY	DU145_PROSTATE	EKVX_LUNG	HCT116_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HOP62_LUNG	HOP92_LUNG	HS578T_BREAST	HT29_LARGE_INTESTINE	IGROV1_OVARY	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KM12_LARGE_INTESTINE	LOXIMVI_SKIN	MALME3M_SKIN	MCF7_BREAST	MDAMB231_BREAST	MDAMB435S_SKIN	MDAMB468_BREAST	NCIH226_LUNG	NCIH23_LUNG	NCIH322_LUNG	NCIH460_LUNG	NCIH522_LUNG	NIHOVCAR3_OVARY	OVCAR4_OVARY	OVCAR8_OVARY	PC3_PROSTATE	RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SF268_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	SF539_CENTRAL_NERVOUS_SYSTEM	SKMEL28_SKIN	SKMEL5_SKIN	SKOV3_OVARY	SW620_LARGE_INTESTINE	T47D_BREAST	U251MG_CENTRAL_NERVOUS_SYSTEM	UACC257_SKIN	UACC62_SKIN	UO31_KIDNEY
ENSG00000129965.9	INS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0
ENSG00000129991.8	TNNI3	0.17	4.19	2.58	0.51	0.4	7.56	17.6	19.25	0.15	0.09	0.63	1.35	0.46	12.15	11.68	50.35	0.58	1.05	1.39	0.3	0.11	7.97	0.13	0.63	10.99	0.2	1.1	5.46	27.99	16.81	0.24	12.62	2.86	1.33	0.97	0.19	0.92	0.72	0.62	2.32	27.62	0.11	2.76	2.58	0.67
ENSG00000130159.9	ECSIT	23.06	25.28	18.76	19.55	14.19	25.91	22.91	30.7	32.5	21.24	16.19	25.95	39.58	20.75	30.29	33.09	42.86	44.51	14.25	25	31.32	50.84	30.56	19.92	19.44	25.3	34.79	25.67	20.78	24.71	30.53	33	27.85	32.47	40.35	19.4	17.12	19.76	28.45	31.92	25.34	23.54	49.03	41.16	24.3
ENSG00000130177.10	CDC16	30.03	38.37	28.85	56.23	39.82	33.7	50.41	49.76	59.71	35.64	34.89	28.71	50.22	34.42	30.29	43.07	25.84	40.75	76.13	20.61	34.04	29.93	63.47	46.64	30.33	60.56	23.89	19.05	25.11	34.28	46.34	22.46	24.97	41.58	35.22	48	80.9	75.2	39.73	48.25	21.99	29.08	131.39	25.12	37.69
ENSG00000130222.6	GADD45G	1.41	0.26	0.91	0.04	0.56	1.06	0.02	0.29	0.86	0.16	0.14	0.48	0.22	2.15	2.3	0.96	1.52	0	0.28	5.59	1.08	0	6.5	2.2	1.23	5.85	6.11	0.29	3.2	2.74	0	0.22	1.54	1.81	0.18	0.05	0.05	0.02	0.6	0.1	4.52	0.3	0	0.02	0.11
ENSG00000130377.9	ACSBG2	0.05	0	0.05	0.27	0.04	0.22	0.09	0.22	0.19	0.03	0.18	0.04	0.07	0.12	0.28	0.4	0.22	0.04	0	0.24	0	0.24	0.2	0.24	0.13	0.04	0.1	0.52	0.57	0.28	0.08	0.16	0.15	0.01	0.35	0.14	0.22	0	0.19	0.12	0.51	0.16	0.05	0	0
ENSG00000130427.2	EPO	0.03	0.02	0.02	0.07	0	0.04	0	0.14	0.07	0.12	0.02	0.06	0	0.02	0	0	0.06	0	0.02	0.03	0	0	0	0.02	0.01	0	0.01	0.09	0	0.03	0.02	0.1	0.03	0.03	0.07	0	0	0.02	0.02	0.02	0.02	0	0.02	0	0
ENSG00000130433.3	CACNG6	0.82	4.93	0	0.02	4.36	0.95	0.82	0	0	0.04	4.74	0.01	0.02	0.17	0.03	0.01	0.01	0.08	0	0.12	0.12	0.1	0.02	1.47	1.48	0.81	0.22	0.07	0.06	2.65	0.28	0.11	3.08	2.51	0.03	0.04	0.05	0.04	0.55	0	0.14	0.04	0.06	0.05	10.83
ENSG00000130522.4	JUND	20.58	7.88	43.9	49.89	43.86	11.72	29.69	22.42	27.44	33.78	21.05	76.13	62.65	34.49	57.71	74.8	33.47	43.02	37.06	59.05	40.62	20.11	46.95	47.62	29.42	23.68	35.61	35.77	29.28	47.94	35.58	8.5	36.06	37.16	41.19	65.92	21.67	21.75	96.78	35.36	40.46	87.67	36.76	28.02	73.04
ENSG00000130592.9	LSP1	0.1	0.19	0.08	0.19	0.72	0.26	0.56	0.07	0	89.3	2.21	2.73	0.43	0.23	0.37	0.52	0.28	6.12	0.29	0.18	3.88	0.69	1.13	0.11	0.06	0.27	0.06	0.15	0.2	0.09	1.23	0.1	282.6	0.09	1.97	3.95	0.32	0.09	1.09	3.76	0.04	2.59	0.8	0.49	0.94
ENSG00000130669.13	PAK4	27.17	36.59	25.09	33.87	21.13	32.81	47.68	37.47	24.69	3.62	92.58	32.63	36.11	83.77	20.83	23.45	13.92	54.74	87.67	111.57	48.5	27.07	85.88	66.73	31.12	37.98	19.82	52.84	169.49	43.83	50.44	16.05	8.49	39.43	51.44	45.66	47.63	29.32	48.07	30.3	58.79	35.97	106.17	35.42	34.56
ENSG00000130702.9	LAMA5	104.59	91.51	34.67	23.65	21.24	56.52	214.37	78.49	83.52	2.08	52.09	31.94	68.42	170.72	454.4	53.67	44.62	0.67	27.9	96.37	101.25	13.36	139.89	177.39	25.71	466.27	104.51	123.89	381.93	195.71	46.42	151.16	34.66	5.58	23.13	19.23	8.62	13.63	151.01	44.67	244.21	83.07	3.56	17.55	58.29
ENSG00000130766.4	SESN2	21.04	3.41	25.82	4.88	17.36	4.94	1.34	7.14	6.21	4.06	3.92	14.95	23.22	10.45	14.07	115.95	25.47	26.34	5.23	16.77	5.15	7.83	7.37	21.27	6.98	4.38	3.26	8.79	6.55	15.54	6.18	1.9	5.03	6.6	5.12	7.09	2.23	9.03	6.47	1.15	9.12	17.15	10.18	7.39	18.86
ENSG00000130829.13	DUSP9	3.17	0.85	0.6	1.5	0.71	2.73	0.56	5.86	0.04	0.02	0.78	0.39	0.17	0	3.74	5.03	0.01	0	8.4	0.94	0.15	2.31	0.93	0.51	7.14	0.02	4.32	0.79	3.62	4.89	5.78	2.38	0.37	0.59	0.95	0.27	2.02	3.55	8	0.82	0.17	0	1.5	3.1	0.21
ENSG00000130957.4	FBP2	0.03	0.03	0	0	0	0.04	0.02	0	0	0	0	0	0.05	0.13	0.11	0.15	0.16	0	0.02	0.08	0.11	0.28	0.23	0.02	0.04	0.02	0.03	0.18	0.07	0.07	0.08	0.05	0.02	0.04	0	0.04	0.12	0.02	0.03	0.05	0.04	0	0.07	0	0
ENSG00000131023.8	LATS1	2.61	5.18	5.21	9.01	3.11	5.94	9.52	10.68	12.61	4.21	6.41	3.84	7.77	7.16	9.61	11.32	5.31	6.81	5.85	7.92	6.38	3.31	6.16	7.4	17.53	11.48	3.74	10.58	8.04	3.16	4.9	2.05	2.64	6.13	5.4	6.69	7.18	5.41	12.38	5.91	5.84	7.88	3.99	6.28	6.69
ENSG00000131095.7	GFAP	0.68	1.28	10.54	0	0.24	3.94	1.61	0.01	0	0.95	0.28	4.09	0.06	0.27	0.05	0.82	0.04	0.17	0.31	0.11	3.91	1	0.4	0.15	0.08	0.08	0.28	0.18	0.06	0.35	0.18	0.18	0.11	0.06	0.25	0.17	0.04	0.05	0.24	0.28	0.17	2730.4	0.28	0.54	0
ENSG00000131100.8	ATP6V1E1	179.73	95.92	143.25	108.62	138.88	293.03	141.01	135.83	118.14	65.4	117.41	83.55	203.57	54.79	63.98	190.91	81.43	53.35	272.76	109.35	79.28	302.42	124.58	76.68	37.69	130.28	69.32	96.68	114.41	138.13	93.99	66.9	24.05	97.15	134.29	140.14	425.11	210.69	129.73	67.02	77.09	113.28	210.17	180.02	133.18
ENSG00000131142.9	CCL25	0	0	0	0	0	0.09	0.04	0.03	0.52	0.03	0	0.03	0.08	0	0.21	0.16	0.02	0	0	0.1	0	0	0.04	0.03	0	0.03	0	0	0.08	0.07	0.03	0.07	0.24	0	0	0	0.04	0	0	0	0	0	0	0	0
ENSG00000131196.13	NFATC1	2.79	0.87	1.71	1.18	2.78	1.36	6.18	7.64	0.05	10.01	1.6	0.3	0.44	0.01	0.4	6.43	1.08	3.75	2.68	1.83	1.31	0.31	0.29	2.21	6.3	3.07	1.55	0.54	2.86	0.91	2.19	0.95	3.93	1.39	0.57	4.49	2.85	8.85	7.94	1.8	3.26	1.4	5.61	7.19	4.4
ENSG00000131323.10	TRAF3	9.51	16.92	10.47	15.54	5.66	26.33	17.27	25.56	16.08	8.92	15.45	7.29	12.96	5.87	15.78	7.55	4.65	19.56	23.54	7	14.3	6.24	7.96	16.07	14.74	15.87	10.34	21.21	20.72	8.8	16.27	8.34	8.39	35.33	22.66	9.2	10.94	17.59	27.1	11.17	6.26	10.1	9.82	16.62	14.83
ENSG00000131437.11	KIF3A	4.52	12.92	5.1	10.7	6.39	7.82	6.34	9.59	11.52	0.34	7.51	4.68	13.76	4.66	4.85	2.79	4.4	8.67	5.56	10.04	6.36	8.12	8.81	4.02	7.18	4.78	7.18	12.98	10.46	14.32	11.81	4.06	2.48	3.72	11.19	5.72	14.26	6.15	19.05	10.32	9.55	12.47	10.9	11.43	6.51
ENSG00000131482.5	G6PC	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.01	0	0	0
ENSG00000131504.11	DIAPH1	34.06	49.91	43.95	77.15	31.37	83.89	50.35	113.39	104.13	62.96	53.94	44.02	45.81	72.9	59.47	89.67	42.57	45.52	25.49	67.5	71.13	40.36	97.13	64.98	65.88	70.06	53.45	48.23	63.82	135.73	83.98	33.89	50.8	69.67	74.5	46.86	40.87	55.78	64.71	62.65	54.9	33.15	47.54	40.8	53.03
ENSG00000131724.6	IL13RA1	40.49	63.08	28.63	58.18	24.1	23.37	27.49	16.03	17.91	3.22	39.47	37.5	43.51	33.2	8.79	21.19	9.25	0.06	27.74	32.21	28.35	43.57	41.58	20.9	21.69	30.83	16.34	30.02	39.01	38.28	7.86	25.08	0.63	30.1	46.8	84.75	23.91	36.64	38.32	19.16	12.57	41.04	17.54	41.52	31.41
ENSG00000131737.5	KRT34	0.13	0.17	0.06	0.02	1.32	0.06	0.06	0.11	0.08	0	0.75	0.13	13	0.04	0.01	0.01	0.01	1188.7	0.01	0.01	1.01	0.06	38.87	1.63	0.03	0.05	0.03	0.04	0.05	0.03	1.09	0.89	0.01	10.96	0.13	0.46	0.08	0.04	0.22	0.02	0	0.03	0.03	0.03	0.96
ENSG00000131738.5	KRT33B	0.04	0	0.08	0	0.82	0	0.01	0	0	0	0.22	0	0.29	0	0	0	0	2.7	0	0	0.5	0	0	0.23	0.01	0.04	0	0	0.04	0.01	0.03	0	0	1.93	0	0.01	0	0	0.1	0	0	0	0	0	0.32
ENSG00000131759.13	RARA	24.52	8.9	17.74	14.2	7.6	9.82	20.49	17.23	9.49	11.03	19.28	10.52	8.37	14.52	8.78	7.64	4.23	24.07	18.92	17.36	13.49	12.54	14.3	14.39	5.69	10.64	7.27	22.16	8.65	5.71	8.6	6.87	18.72	21.82	22.22	15.64	5.85	8.51	13.4	7.82	67.55	18.27	22.13	23.36	13.36
ENSG00000131771.9	PPP1R1B	0.11	0.02	0.17	0.16	0.07	0.45	0	0.1	0.04	0.7	0.1	0.17	0.21	24.44	0.14	0.08	100.61	0.09	0.22	0.07	0.07	0.3	9.46	0.09	0.42	0.08	0.09	1.44	0.15	0.05	0.01	1.29	0.16	0.16	0.1	0.18	0.31	0.09	335.98	0.91	0.65	0.21	0.01	0.11	0.15
ENSG00000131788.11	PIAS3	15.71	13.42	16.89	38.56	22.26	33.03	47.11	25.32	29.18	1.22	35.29	30.29	53.27	28.12	31.35	14.24	15.84	33.44	17.9	88.48	29.68	19.27	35.73	26.85	53.53	35.33	19.39	61.98	27.24	53.54	21.34	18.86	11.57	26.07	24.84	44.1	23.64	44.32	44.58	11.58	84.09	21.06	16.06	31.08	30.42
ENSG00000131791.6	PRKAB2	7.58	7.45	9.76	8.08	8.36	18.15	15.95	8.96	7.95	2.32	10	8.73	15.18	5.97	9.84	21.4	12.26	12.55	12.33	17.28	4.7	9.67	15.45	5.64	10.76	16.91	9.33	15.28	8.95	11.43	5.84	9.36	8.88	6.32	8.6	11.1	8.28	12.85	8.53	8.15	9.67	21.4	10.3	11.12	10.57
ENSG00000131808.6	FSHB	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131828.9	PDHA1	84.2	176.31	132.63	218.31	230.28	122.11	295.17	168.17	283.12	204.04	128.7	244.77	168.91	194.93	178.79	232.19	134.57	134.36	155.8	194.36	177.78	246.49	208.37	185.69	109.83	108.84	366.28	203.63	103.84	255.31	192.84	166.95	275.94	288.22	198.73	108.1	186.6	186.53	218.74	296.88	216.23	190.56	300.44	332.66	122
ENSG00000131899.6	LLGL1	23.17	8.67	10.27	13.02	10.11	24.33	12.29	20.7	14.72	0.88	28.06	15.17	29.6	11.04	23.61	11.16	6.15	19.93	34.18	9.29	20.89	8.32	12.08	25	13.17	15.68	8.34	9.41	24.21	6.19	20.75	9.92	7.03	27.65	17.77	13.78	10.56	15.17	15.3	11.15	8.21	31.7	16.56	12.78	16.37
ENSG00000132142.15	ACACA	27.12	47.97	66.45	33.62	21.2	35.99	28.81	69.5	53.35	13	53.7	47.99	38.08	95.07	32.98	49.17	18.74	35.01	29.99	23.48	25.04	13.26	21.1	35.86	22.18	18.2	45.49	79.89	19.34	31.67	31.59	16.06	25.95	42.37	57.74	32.48	17.87	25.49	50.04	40.33	49.06	46.8	27.2	35.33	53.77
ENSG00000132155.7	RAF1	19.88	50.38	38.15	110.37	20.67	54.1	34.85	66.98	77.33	36.41	70.47	38.94	71.94	30.84	57.82	56.73	42.06	49.84	64.21	73.02	71.15	32.43	43.34	79.81	54.93	41.74	31.27	58.4	55.76	44.57	90.94	56.15	52.96	78.18	59.59	42.67	43.59	46.61	81.56	41.88	101.75	50.58	32.65	44.81	54.59
ENSG00000132170.15	PPARG	19.68	25.67	52.97	8.61	13.13	18.93	1.61	44.85	0.43	1.13	53.71	34.82	5.78	52.72	1.12	0	108.76	0.06	3	0.66	24.28	5.58	19.17	4.52	0.77	16.18	4.03	0.02	1.51	0.04	4.91	145.68	0.07	1	0.24	5.81	1.65	0.54	22.89	25.32	0.1	0.06	0.28	0.62	32.65
ENSG00000132259.8	CNGA4	0.08	0.05	0	0.08	0.07	0.03	0.02	0.1	0	0.05	0.02	0.23	0.04	0.1	0.01	0.13	0.03	0.02	0.08	0.03	0.04	0.11	0.06	0.03	0.01	0.35	0.02	0.2	0.22	0.09	0.03	0.05	0	0.01	0.03	0.16	0.09	0.05	0.02	0.04	0.06	0.07	0.08	0.05	0
ENSG00000132356.7	PRKAA1	34.22	39.99	33.46	52.48	20.59	76.84	43.09	38.96	49.41	8.29	56.9	33.47	68.62	64.67	33.61	26.52	44.11	45.67	27.82	26.13	52.51	51.5	60.35	40.3	92.68	52.66	26.52	31.08	66.5	14.92	50.28	26.66	24.49	29.84	60.31	31.23	39.27	53.34	43.88	51.57	43.82	39.01	33.45	36.77	41.61
ENSG00000132357.9	CARD6	3.55	3.62	0.03	0.04	1.02	0.73	0.89	0.05	0.22	2.5	2.28	5.06	0.09	1.13	0.58	3.01	0.19	1.51	2.48	0.05	3.5	5.57	5.06	0.05	0.05	3.19	1.81	0.02	1.68	1.78	0.42	2.11	2.83	0.66	7.17	4.62	1.68	3.31	3.06	0.28	0.15	5.3	1.5	2.64	3.81
ENSG00000132376.15	INPP5K	13	14.09	6.25	17.45	8.72	15.15	11.24	14.57	14.66	3.9	11.61	13.49	16.4	14.69	12.26	13.63	11.95	18.35	23.47	20.4	16.24	43.94	21.14	17.89	15.42	7.16	9.44	8.68	10.18	7.55	31.25	9.13	11.5	23.92	20.5	14.33	15.09	20.25	4.72	20.84	16.57	40.23	15.66	17.76	10.65
ENSG00000132386.6	SERPINF1	0.9	3.45	1.02	3.02	0.74	3.89	0.97	1.81	3.36	1.02	0.9	1.06	2.39	1.06	37.14	95.28	1.59	1.02	47	2.39	1.17	38.03	2.21	1.51	1.54	2.62	1.27	3.34	1.93	0.53	3.79	0.92	0.47	0.8	2.38	1.44	73.77	55.15	0.84	125.03	12.93	1.98	164.55	96.08	1.13
ENSG00000132470.9	ITGB4	0.99	9.97	21.83	0.93	1.9	48.58	58.29	77.99	48.6	0.49	39.53	10.4	0.62	109.47	52.31	1.3	79.22	0.82	8.43	53.48	128.55	3.17	75.33	221.97	2.71	162.69	2.71	12.18	12.67	12.65	4.22	194.25	1.61	4.74	1.62	2.14	1.4	1.42	125.65	87.02	60.33	212.5	2.87	1.19	21.25
ENSG00000132535.14	DLG4	13.71	4.84	12.74	21.38	8.76	16.5	4.86	6.68	0.26	0.7	10.99	6.65	8.32	0.31	1.54	7.5	1.33	32.6	7.79	6.28	6.81	19.45	3.31	10.2	13.87	2.6	1.64	19.29	10.22	2.94	12.84	8.05	1.77	2.37	10.44	13.24	2.95	3.97	3.61	4.8	14.91	16.01	2.01	12.74	9.02
ENSG00000132589.11	FLOT2	47.18	38.43	73.09	31.46	68.62	74.43	68.66	32.28	71.67	26.9	87.26	76.48	47.02	77.6	60.19	109.45	27.22	30.03	57.38	54.27	66.29	51.86	66.45	47.98	30.65	28.9	49.57	65.93	63.66	43.37	48.01	14.51	78.62	70.9	33.43	53.06	38.82	28.18	137.48	64.15	56.17	91.29	50.42	21.51	57.63
ENSG00000132646.6	PCNA	146.08	391.31	264.42	405.68	140.16	223.64	186.91	466.48	527.35	262.62	356.5	97.16	84.18	269.65	332.39	180.59	156.88	198.96	409.46	164.61	241.98	242.59	467.11	164.29	204.15	157.64	332.25	182.05	106.72	184.31	342.37	162.17	342.74	338.8	262.08	165.7	282.81	345.41	241.87	702.33	274.31	151.14	493.03	234.18	374.18
ENSG00000132681.12	ATP1A4	0.01	0	0	0	0	0	0	0	0	0	0.01	0	0.01	0.01	0	0.11	0	0	0.29	0	0	0	0.08	0.01	0.01	0.03	0	0	0.04	0.01	0	0.01	0	0	0	0	0.02	0.1	0	0	0.26	0	0.01	0.06	0.01
ENSG00000132825.5	PPP1R3D	3.39	2.05	2.28	3.8	2.51	2.52	3.56	1.43	3.5	2.52	2.69	2.99	1.97	6.84	2.93	2.1	1.98	2.31	7.92	13.34	3.25	6.25	5.23	3.03	2.54	4.44	3.52	5.49	3.32	1.61	2.25	1.91	1.66	3.17	2.13	4.27	8.46	5.31	3.51	1.49	7.98	3.54	7	3.98	4.17
ENSG00000132906.13	CASP9	5.43	8.05	6.07	5.81	7.59	7.04	7.5	6.17	6.3	2.58	11.18	5.41	6.33	6.83	8.56	28.26	7.07	4.25	9.12	7.06	7.41	9.05	8.15	4.58	4.96	7.6	20.86	25.45	12.96	6.17	5.13	4.42	10.3	10	9.91	9.41	11.92	6.78	13.64	9.79	5.16	15.36	7.89	8.98	8.49
ENSG00000133019.7	CHRM3	0.01	0.01	0.01	0.04	0.07	0.03	0.2	0	2.68	0	0.01	0.69	0.09	1.89	0.01	0	6.74	0.87	0.73	0.01	0.06	0.76	2.26	0.07	0.22	4.41	0.04	0.07	4.82	0.04	0.29	1.36	8.04	0.48	0.09	0.04	1.9	0.73	0.01	0.8	0.48	0.79	0.01	0.92	0.04
ENSG00000133101.5	CCNA1	14.23	0.08	1.57	3.73	0.2	3.93	0.17	0	0.06	0.34	19.42	1.35	0.02	0.03	19.46	0.11	0.03	0.03	0.13	0.77	4.79	0	0.26	2.28	3.24	0.06	0.16	0.1	13.5	18.35	2.29	7.93	0.05	4.29	1.04	0.07	17.39	0.12	73.33	0.01	0.02	3.11	2.28	0.45	15.33
ENSG00000133105.3	RXFP2	0	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0	0	0	0	0.03	0.01	0	0	0.02	0	0	0.05	0	0.08	0	0	0	0	0	0.02	0	0.01	0	0.01	0.01	0	0	0	0	0	0	0
ENSG00000133124.10	IRS4	0	0	0.01	0.05	0	0.02	0.03	0.01	0.02	0	0.01	0	0	0	0.01	0	0	0	0	0	0	0	0.15	0.01	0.1	0.17	0.01	0	0.04	0	0.05	0	0	0.01	0	0	0.02	0	0	0	0	0	0.13	0	0.01
ENSG00000133275.11	CSNK1G2	39.28	15.05	40.5	43.87	22.42	36.5	42.63	58.66	52.21	54	32.01	29.9	51.75	42.4	39.69	55.69	36.64	49.5	38.67	20.26	47.02	39.98	36.68	38.96	50.92	27.6	25.72	40.73	33.34	20.94	36.6	21.56	54.79	44.83	51.91	43.88	31.31	29.24	59.05	53.52	26	41.89	46.41	47.73	38.19
ENSG00000133703.7	KRAS	5.41	19.55	24.39	12.25	8.22	47.91	10.92	24.68	27.74	5.07	25.6	5.91	7.02	21.14	13.77	13.98	12.35	12.45	13.71	10.15	8.32	6.61	13.83	9.86	26.25	22.32	8.08	11.71	57.72	10.43	16.07	3.42	22.65	13.86	12.27	9.47	15.15	11.39	35.18	37.53	10.51	8.14	10.72	7.62	13.53
ENSG00000133740.6	E2F5	5.3	11.49	9.75	11.75	11.24	8.21	24.88	10.43	17.17	0.98	12.31	7.28	3.61	11.04	14.53	7.45	17.67	16.56	5.88	9.01	4.85	10.29	4.5	1.04	3.67	10.85	7.16	14.63	25.83	12.12	11.39	10.8	9.03	4.91	6.63	5.02	1.85	4.49	10.83	8.88	11.32	36.12	6.56	5.35	10.78
ENSG00000133818.8	RRAS2	76.01	57.93	57.23	91.46	113.67	64.72	69.6	57.13	69.68	0.36	76.78	33.78	69.82	51.02	149.76	27.05	25.16	63.02	0.67	11.46	72.83	51.72	35.61	258.34	28.62	83.54	21.51	60.59	51.53	66.7	58.3	28.83	0.73	116.01	30.59	29.22	24.22	16.62	144.92	30.46	16.34	27.85	12.26	28.49	176.91
ENSG00000133961.15	NUMB	17.96	32.69	37.1	23.64	16.13	57.08	35.79	21.39	32.5	3.95	33.37	33.36	37.08	29.47	21.7	26.59	21.32	34.53	31.04	29.05	36.88	22.37	33.04	33.24	21.89	39.41	21.69	26.31	36.76	22.6	38.21	28.35	11.51	21.48	18.03	27.7	24.76	22.65	120.41	30.74	54.35	17.09	19.4	31.67	27.11
ENSG00000134057.10	CCNB1	156.95	298.91	175.36	518.47	162.79	367.58	128.61	410.69	397.94	22.82	165.74	117.35	155.48	191.5	243.89	158.41	108.62	270.32	74.97	183.77	364.83	279.07	230.15	344.79	311.67	306.92	313.97	131.96	229.75	142.84	485.3	205.27	206.63	254.32	453.4	252.83	187.77	195.63	280.89	403.19	227.33	129.88	221.89	230.13	197.64
ENSG00000134058.6	CDK7	41.97	52.51	53.78	61.75	67	49.77	32.78	85.66	41.32	12.14	23.77	32.2	39.06	45.17	39.21	51.84	51.89	41.47	16.01	41.81	48.25	62.3	35.14	61.14	36.39	29.55	55.1	22.17	43.15	26.13	48.95	17.33	33.74	22.79	68.45	27.98	23.81	29.94	39.83	63.02	39.14	33.26	20.64	43.35	42.08
ENSG00000134070.4	IRAK2	4.58	8.17	7.2	11.85	11.28	7.25	2.92	2.26	1.77	0.2	5.31	9.26	6.42	3.27	0.86	5.35	0.76	4.02	1.27	0.04	7.71	2.01	0.64	5.67	3.82	6.82	1.26	2.88	0.86	0.5	0.58	2.91	0.63	2.56	8.94	1.27	0.3	0.89	3.29	5.77	0.54	2.51	0.28	1.03	21.35
ENSG00000134072.6	CAMK1	0.05	13.02	20.69	35.01	11.79	22.96	10.1	13.86	31.02	43.57	15.41	30.29	25.02	0.58	17.59	6.79	0.38	0.98	13.89	3.41	29.4	7.02	2.22	24.83	0.04	0.04	12	23.82	4.06	2.81	29.03	18.51	0.22	54.51	2.21	5.59	0.86	0.65	19.85	13.78	1.64	27.34	4.86	7.09	28.78
ENSG00000134086.7	VHL	8.29	20.48	22.48	62	16.71	21.82	15.45	36.86	52.28	6.5	28.95	22.27	19.52	21.63	30.85	188	36.79	22.42	18.76	41.73	24.44	19.29	20.3	26.95	19.64	26.96	19.49	49.01	37.3	16.16	26.02	16.54	31.35	26.53	27.77	15.83	15.71	20.03	51.11	38.86	35.32	29.76	11.07	16.08	44.2
ENSG00000134215.11	VAV3	7.14	5.41	25.62	1.95	3.01	0.24	1.46	0.08	0.08	3.63	0	0.54	0.17	0.38	62.78	0.05	0.03	0.05	1.86	16.35	0.06	12.83	31.14	0.04	3.84	4.62	0.77	0.24	60.46	0.6	0.2	0.41	0.39	0.01	7.77	0.22	30.47	1.32	25.51	0.04	91.79	0.1	30.58	2.39	0.42
ENSG00000134243.7	SORT1	0.16	6.69	13.82	8.25	4.14	15.38	30.56	12.52	32.14	0.53	11.09	19.27	29.57	15.93	13.94	54.4	9.47	0.28	71.79	28.48	31.65	14.18	76.38	18.11	5.98	40.99	0.78	20.88	42.73	18.6	27.8	14.12	7.54	72.64	4.24	13.41	157.61	29.55	30.84	14.94	30.11	60.86	100.85	14.7	30.63
ENSG00000134245.13	WNT2B	1.31	0.2	8.72	1.92	0.63	1.07	0.9	0.63	0.38	0.14	0.32	0.71	0.96	0.8	0.8	0.26	0.76	0.33	0.37	0.98	0.62	0.82	0.69	8.99	1.75	0.69	0.27	2.13	0.74	0.36	0.39	0.29	0.02	0.25	0.28	0.85	1.1	0.29	2.84	0.37	0.15	1.45	0.36	0.66	1.03
ENSG00000134248.9	LAMTOR5	270.8	181.77	195.52	178.74	394.79	144.1	236.03	207.78	217.72	152.59	153.3	319.71	232.28	154.77	170.6	234.57	190.66	154.28	248.7	201.17	196.3	202.32	263.4	216.63	368.65	114.52	214.39	196.53	136.87	108.74	226.16	164.55	111.59	241.04	272.73	140.76	276.08	246.75	295.42	153.06	126.8	253.56	300.57	250.44	188.5
ENSG00000134250.13	NOTCH2	26.36	11.76	42.31	16.68	13.72	9.5	23.21	22.74	29.81	3.5	29.56	32.39	98.53	9.46	27.65	0.4	8.31	35.17	45.45	15.27	51.07	10.77	27	39.27	49.62	12.99	10.63	53.21	51.79	29.68	61.42	12.77	32.22	58.69	30.24	61.56	82.96	20.39	33.97	0.68	23.56	84.19	24.48	25.12	64.61
ENSG00000134259.3	NGF	0.04	1.31	1.49	9.41	0.38	22.19	0.12	0	0	0.15	0.62	0.91	120.48	0	0.22	0.05	0	0	0.26	0.02	23.15	0.05	0.04	3.98	2.28	1.02	0.17	0	1.01	2.17	6.3	3.07	0	241.6	1.16	1.59	0	0.04	5.05	0	0	0.44	0.09	0.02	1.91
ENSG00000134308.9	YWHAQ	429.52	584.37	316.31	447.28	291.68	390.07	226.45	377.41	317.72	83.89	433.67	347.09	303.99	212.07	266.24	138.1	149.52	241.02	197.47	205.94	358.69	319.47	435.12	315.19	292.04	243.74	266.37	428.46	445.31	151.4	267.77	198.49	215.66	146.98	512.74	314.28	210.95	200.2	265.36	298.42	114.26	412.6	195.64	152.12	317.78
ENSG00000134313.10	KIDINS220	14.28	19.92	20.91	15.89	6.23	19.07	18.22	15.63	21.02	5.53	18.55	14.92	18.69	10.31	15.03	19.37	8.48	15.52	22.3	13.02	17.96	13.57	17.92	14.86	13.08	16.73	12.59	33.99	18.91	11.45	12.38	12.69	6.25	9.16	14.15	26.61	14.04	20.36	16.52	16.45	10.38	36.59	18.33	14.3	17.77
